drug_key,y_hard,OR,PC1,PC2,kmeans,agglo
indomethacin,1,1,7.050807520568478,7.455326277009463,0,0
iproniazid,1,1,2.276132638094719,-0.38127658788183966,0,0
isoniazid,1,1,2.1601017127200106,-2.761685142112925,0,0
ketoconazole,1,1,0.48117977828158204,-1.4584872175718488,0,0
labetalol,1,0,2.098920324431756,-0.8270224047178053,0,0
lomustine,1,1,3.743117038346264,2.2412605454644843,0,0
mefenamicacid,1,1,6.910863123893393,3.7572928930237137,0,0
meloxicam,1,1,8.996178936295031,6.6231079554527055,0,0
metformin,1,1,-1.420960978351421,0.5745345982828699,0,0
methimazole,1,1,-1.4690952914442372,-0.3339827951887215,0,0
methyldopa,1,0,3.977969569498585,-0.7151433230353561,0,0
methyltestosterone,1,1,-3.8284266033853243,0.43125262276252624,0,0
mexiletine,1,0,1.3110898537338467,-0.845779675890008,0,0
moxisylyte,1,1,-1.7100438135270142,-0.3948593754713142,0,0
naproxen,1,1,5.179932430983202,5.997434063770755,0,0
nicotinicacid,1,1,1.9866248715222186,-0.1352645474280966,0,0
nifedipine,1,1,-1.3496536676871385,0.13207243921211248,0,0
nimesulide,1,1,-1.2251159409091614,-1.6633299943275048,0,0
nitrofurantoin,1,0,2.273562801625863,-1.574755930321695,0,0
omeprazole,1,1,-1.8173694638371034,-2.2220798081927815,0,0
papaverine,1,1,-0.4407968321875552,-1.8057701143294567,0,0
pemoline,1,0,1.5424329787240247,1.2964198045810862,0,0
penicillamine,1,0,2.7212362531836103,0.32001446264194117,0,0
perhexiline,1,0,0.10470702692285334,-1.267185710251388,0,0
phenobarbital,1,1,-0.378491676425404,-1.464825257848597,0,0
phenytoin,1,1,-0.2724474696201766,-1.3752139641335266,0,0
propranolol,0,0,-1.08782811114311,-1.642598468937635,0,0
propylthiouracil,1,1,1.024422632349158,-0.6123436226554195,0,0
quinidine,1,1,0.12298142309992188,-1.683084907456931,0,0
ranitidine,1,0,1.078457429551253,-1.0968599812151565,0,0
rifampicin,1,1,-0.43050984001928816,-0.2601516620416284,0,0
simvastatin,1,1,-5.834175475483625,-0.5929797122972663,0,0
sulfasalazine,1,1,0.8594829258295639,-2.2817686793280405,0,0
sulindac,1,1,4.603656880893713,5.760281063286039,0,0
tamoxifen,1,1,-0.0587769027104904,0.16187609905139055,0,0
terbinafine,1,1,-4.747933108713183,-5.174487337707514,0,0
tetracycline,1,1,3.4228077227236637,-0.6128013824111926,0,0
theophylline,0,0,-2.920292643044654,-0.23776727638286876,0,0
thioridazine,1,1,-0.255982374167731,-0.5252809069835717,0,0
ticlopidine,1,1,-8.430764133935185,-1.865286499580822,0,0
tolbutamide,1,1,0.04564239646363688,-1.4009125427896925,0,0
